,Peak Position,Weeks on Chart,spotify_track_duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,explicit,YearID
Still The Lovin' Is Fun,77.0,4.0,132133.0,0.542,0.361,4.0,-13.809000000000001,1.0,0.027999999999999997,0.601,2.9299999999999997e-05,0.324,0.5329999999999999,138.441,4.0,0,1977
Surfin' USA,20.0,15.0,151440.0,0.784,0.626,11.0,-14.617,0.0,0.0572,0.0425,0.703,0.0645,0.9520000000000001,136.886,4.0,0,1977
Devil's Gun,36.0,29.0,145160.0,0.622,0.505,0.0,-10.685,1.0,0.0347,0.42200000000000004,0.000245,0.0862,0.836,133.17,4.0,0,1977
"Money, Money, Money",56.0,7.0,216906.0,0.499,0.551,9.0,-9.626,1.0,0.027000000000000003,0.00678,0.0,0.0843,0.664,83.506,3.0,0,1977
Thunder In My Heart,38.0,9.0,195280.0,0.524,0.687,9.0,-8.568999999999999,1.0,0.0275,0.439,0.0,0.0779,0.927,74.1,4.0,0,1977
My Fair Share,28.0,15.0,161080.0,0.34600000000000003,0.406,7.0,-7.551,1.0,0.0326,0.124,0.0,0.21600000000000003,0.27899999999999997,122.24799999999999,1.0,0,1977
Brick House,5.0,16.0,188600.0,0.652,0.9440000000000001,9.0,-4.725,1.0,0.051,0.142,0.0048200000000000005,0.11900000000000001,0.6729999999999999,129.031,4.0,0,1977
Kick It Out,79.0,3.0,257893.0,0.423,0.522,8.0,-3.8489999999999998,1.0,0.028999999999999998,0.643,0.0,0.122,0.23600000000000002,147.745,4.0,0,1977
"Signed, Sealed, Delivered (I'm Yours)",18.0,16.0,218520.0,0.63,0.894,10.0,-4.592,1.0,0.0544,0.255,0.0,0.18100000000000002,0.364,142.05100000000002,4.0,0,1977
Cold As Ice,6.0,21.0,161840.0,0.382,0.5,9.0,-9.125,0.0,0.0447,0.622,9.06e-06,0.113,0.41700000000000004,117.17,3.0,0,1977
Moondance,92.0,4.0,151026.0,0.54,0.682,8.0,-8.201,1.0,0.039,0.0663,3.8e-06,0.34,0.593,131.24200000000002,4.0,0,1977
From Graceland To The Promised Land,58.0,9.0,166373.0,0.49200000000000005,0.69,3.0,-6.598,1.0,0.0414,0.523,5.3e-06,0.128,0.5710000000000001,105.581,4.0,0,1977
Grandmother's Song,72.0,3.0,217293.0,0.512,0.68,5.0,-4.112,1.0,0.0278,0.606,0.0,0.175,0.26,156.03799999999998,4.0,0,1977
Do Ya Wanna Get Funky With Me,18.0,14.0,246613.0,0.789,0.9329999999999999,9.0,-1.6059999999999999,1.0,0.0425,0.0202,0.0,0.865,0.917,126.22399999999999,4.0,0,1977
Help Is On Its Way,14.0,22.0,156933.0,0.37200000000000005,0.268,6.0,-12.62,1.0,0.0369,0.831,0.0,0.0872,0.33899999999999997,130.194,4.0,0,1977
That's Rock 'N' Roll,3.0,24.0,212413.0,0.6659999999999999,0.625,9.0,-7.011,1.0,0.0267,0.47600000000000003,4.3e-06,0.0702,0.655,112.744,4.0,0,1977
Dusic,18.0,18.0,225146.0,0.564,0.71,11.0,-4.92,0.0,0.0461,0.00125,0.0,0.109,0.39299999999999996,91.97200000000001,4.0,0,1977
Draw The Line,42.0,11.0,189908.0,0.879,0.662,2.0,-6.162000000000001,1.0,0.309,0.033,0.0,0.716,0.723,117.975,4.0,1,1977
Just Remember I Love You,11.0,21.0,234773.0,0.41700000000000004,0.381,0.0,-9.945,1.0,0.0308,0.708,0.00016999999999999999,0.132,0.354,75.876,4.0,0,1977
Don't Let The Flame Burn Out,68.0,10.0,298600.0,0.818,0.711,4.0,-5.816,0.0,0.285,0.0149,0.0,0.35200000000000004,0.496,84.03,4.0,1,1977
Gone Too Far,23.0,14.0,267800.0,0.43799999999999994,0.672,7.0,-6.956,1.0,0.035,0.16,0.000396,0.141,0.626,90.795,4.0,0,1977
Calling Occupants Of Interplanetary Craft,32.0,14.0,298586.0,0.726,0.8540000000000001,6.0,-10.95,1.0,0.0373,0.0432,0.5770000000000001,0.0329,0.9640000000000001,106.821,4.0,0,1978
Don't Let It Show,92.0,4.0,234093.0,0.392,0.485,0.0,-12.100999999999999,1.0,0.0448,0.303,2.54e-05,0.0189,0.456,166.231,4.0,0,1978
I Feel Love,6.0,23.0,264666.0,0.491,0.446,3.0,-10.898,1.0,0.0397,0.8540000000000001,0.11,0.10300000000000001,0.22399999999999998,78.78699999999999,4.0,0,1978
Boats Against The Current,88.0,3.0,295066.0,0.499,0.594,9.0,-6.327999999999999,0.0,0.0255,0.00866,0.055999999999999994,0.107,0.171,78.995,4.0,0,1978
Nobody Does It Better,2.0,25.0,234253.0,0.8340000000000001,0.628,7.0,-6.6160000000000005,1.0,0.0626,0.0008789999999999999,0.000192,0.292,0.7659999999999999,139.958,4.0,0,1978
We Just Disagree,12.0,19.0,166733.0,0.608,0.884,2.0,-6.218999999999999,1.0,0.127,0.371,0.0,0.353,0.795,97.89399999999999,4.0,0,1978
Wrap Your Arms Around Me,48.0,7.0,143226.0,0.171,0.494,0.0,-11.002,1.0,0.0482,0.132,0.0,0.0827,0.162,202.577,4.0,0,1978
The Loneliest Man On The Moon,89.0,2.0,198440.0,0.655,0.56,9.0,-6.857,1.0,0.0486,0.7490000000000001,0.0,0.115,0.599,140.975,4.0,0,1978
Was Dog A Doughnut,70.0,9.0,281000.0,0.669,0.446,2.0,-11.125,1.0,0.0312,0.47600000000000003,3.04e-06,0.153,0.5870000000000001,81.558,4.0,0,1978
You Make Loving Fun,9.0,14.0,262626.0,0.657,0.7090000000000001,7.0,-14.32,0.0,0.15,0.40299999999999997,0.0020399999999999997,0.273,0.774,162.958,4.0,0,1978
"Baby, What A Big Surprise",4.0,17.0,131280.0,0.632,0.8170000000000001,6.0,-5.23,1.0,0.0349,0.691,0.0,0.267,0.96,117.914,4.0,0,1978
It's Ecstasy When You Lay Down Next To Me,4.0,22.0,241706.0,0.5489999999999999,0.43200000000000005,9.0,-7.3389999999999995,1.0,0.0304,0.7959999999999999,0.00605,0.20600000000000002,0.27699999999999997,80.893,4.0,0,1978
Swingtown,17.0,15.0,141893.0,0.365,0.568,10.0,-5.431,1.0,0.0338,0.835,8.01e-06,0.364,0.5589999999999999,103.068,3.0,0,1978
Your Smiling Face,20.0,17.0,202400.0,0.5670000000000001,0.298,9.0,-13.626,1.0,0.0332,0.461,0.0,0.0794,0.469,87.675,4.0,0,1978
Any Way You Want Me,72.0,9.0,356160.0,0.308,0.747,0.0,-5.434,1.0,0.037000000000000005,0.0645,8.27e-05,0.431,0.278,139.454,4.0,0,1978
Boogie Nights,2.0,27.0,255533.0,0.522,0.805,7.0,-13.741,0.0,0.0571,0.193,0.000745,0.11800000000000001,0.778,193.571,4.0,0,1978
Don't Ask My Neighbors,44.0,13.0,317000.0,0.598,0.711,3.0,-5.372999999999999,0.0,0.434,0.266,0.0,0.599,0.87,91.62700000000001,4.0,1,1978
Gettin' Ready For Love,27.0,13.0,232133.0,0.638,0.847,7.0,-2.574,1.0,0.0465,0.337,4.06e-06,0.0725,0.6579999999999999,101.01299999999999,4.0,0,1978
We're All Alone,7.0,20.0,206293.0,0.425,0.745,0.0,-2.414,1.0,0.0302,0.159,1.57e-06,0.163,0.203,69.99,4.0,0,1978
Tried To Love,41.0,8.0,178333.0,0.7070000000000001,0.531,1.0,-7.013999999999999,1.0,0.0273,0.0147,2.11e-06,0.175,0.41700000000000004,106.992,4.0,0,1978
If You're Not Back In Love By Monday,43.0,11.0,310093.0,0.56,0.5329999999999999,2.0,-11.335999999999999,1.0,0.028999999999999998,0.026000000000000002,0.000217,0.0695,0.868,163.799,4.0,0,1978
How Can I Leave You Again,44.0,10.0,180522.0,0.889,0.496,4.0,-6.365,0.0,0.0905,0.259,0.0,0.252,0.544,86.00299999999999,4.0,1,1978
Belle,83.0,5.0,211933.0,0.652,0.802,7.0,-6.114,1.0,0.18100000000000002,0.0871,6.45e-06,0.14800000000000002,0.295,170.157,4.0,0,1978
As,36.0,14.0,227184.0,0.561,0.945,9.0,-6.086,1.0,0.0444,0.0869,0.0,0.22,0.723,145.781,4.0,0,1978
It's So Easy,5.0,18.0,228360.0,0.8290000000000001,0.737,0.0,-8.713,1.0,0.10400000000000001,0.174,0.000144,0.289,0.8109999999999999,124.806,4.0,0,1978
Touch And Gone,73.0,3.0,172533.0,0.483,0.349,2.0,-16.105,1.0,0.0307,0.6859999999999999,0.007909999999999999,0.9840000000000001,0.5539999999999999,82.05,4.0,0,1978
Sweet Music Man,44.0,8.0,221186.0,0.529,0.866,11.0,-5.053,1.0,0.0391,0.0321,0.00117,0.14800000000000002,0.759,107.544,4.0,0,1978
The Next Hundred Years,49.0,9.0,249346.0,0.7659999999999999,0.598,9.0,-9.72,0.0,0.0355,0.0258,0.000617,0.522,0.7559999999999999,120.19,4.0,0,1978
God Only Knows,61.0,9.0,214000.0,0.8320000000000001,0.953,5.0,-6.351,0.0,0.0367,0.0105,0.00607,0.0293,0.981,126.947,4.0,0,1978
Don't It Make My Brown Eyes Blue,2.0,26.0,220800.0,0.6629999999999999,0.861,7.0,-3.398,0.0,0.109,0.0338,0.0,0.08199999999999999,0.654,119.963,4.0,0,1978
Ooh Boy,72.0,11.0,364946.0,0.897,0.431,3.0,-12.234000000000002,0.0,0.0481,0.00206,0.0395,0.0377,0.857,115.552,4.0,0,1978
The Way I Feel Tonight,24.0,17.0,168866.0,0.431,0.379,5.0,-9.59,0.0,0.0262,0.708,1.74e-05,0.18100000000000002,0.665,86.17200000000001,4.0,0,1978
Crazy On You,62.0,19.0,145266.0,0.489,0.8059999999999999,3.0,-6.053999999999999,1.0,0.0858,0.841,2.9600000000000005e-05,0.0687,0.9440000000000001,172.269,4.0,0,1978
Reach For It,54.0,6.0,429000.0,0.779,0.41100000000000003,5.0,-17.37,1.0,0.0322,0.626,0.853,0.0848,0.941,113.08,4.0,0,1978
Easy To Love,36.0,10.0,159973.0,0.46,0.389,0.0,-11.603,1.0,0.031,0.349,0.0,0.0533,0.606,123.213,4.0,0,1978
Point Of Know Return,28.0,14.0,308106.0,0.619,0.84,0.0,-8.493,1.0,0.038,0.0421,0.00301,0.387,0.7609999999999999,139.023,4.0,0,1978
You Can't Turn Me Off (In The Middle Of Turning Me On),12.0,22.0,193493.0,0.486,0.858,0.0,-2.468,1.0,0.0951,0.0753,0.0,0.0726,0.74,185.947,4.0,0,1978
Sentimental Lady,8.0,18.0,172306.0,0.597,0.478,0.0,-6.26,1.0,0.0269,0.7440000000000001,2.8e-06,0.105,0.24,107.679,4.0,0,1978
Blue Bayou,3.0,23.0,217973.0,0.536,0.479,3.0,-11.300999999999998,1.0,0.0312,0.9059999999999999,0.6409999999999999,0.102,0.524,127.647,4.0,0,1978
You Light Up My Life,1.0,25.0,257200.0,0.706,0.679,1.0,-4.408,1.0,0.0305,0.759,0.00045099999999999996,0.363,0.5479999999999999,115.37700000000001,4.0,0,1978
Take Me To The Kaptin,59.0,7.0,272133.0,0.9129999999999999,0.596,11.0,-12.477,0.0,0.0707,0.00658,0.00349,0.078,0.973,127.215,4.0,0,1978
Never Had A Love,87.0,4.0,256116.0,0.5770000000000001,0.336,4.0,-13.607999999999999,1.0,0.0394,0.794,0.0,0.115,0.532,119.24600000000001,4.0,0,1978
Shout It Out Loud,54.0,15.0,212666.0,0.368,0.40299999999999997,10.0,-12.699000000000002,1.0,0.0288,0.703,7.66e-06,0.20199999999999999,0.33799999999999997,135.384,4.0,0,1978
Here You Come Again,3.0,19.0,261596.0,0.418,0.701,7.0,-13.222000000000001,1.0,0.0431,0.00809,0.000157,0.34700000000000003,0.499,79.02199999999999,4.0,0,1978
"1,000 Laughs",91.0,6.0,158000.0,0.39899999999999997,0.62,7.0,-12.265999999999998,1.0,0.0427,0.19399999999999998,0.00428,0.325,0.594,172.014,4.0,0,1978
So Long,48.0,6.0,153106.0,0.7140000000000001,0.7240000000000001,4.0,-8.488,1.0,0.042,0.55,0.10099999999999999,0.826,0.802,111.17299999999999,4.0,0,1978
Come Sail Away,8.0,22.0,257106.0,0.715,0.6940000000000001,9.0,-10.931,0.0,0.0553,0.036000000000000004,1.96e-06,0.24,0.802,135.475,4.0,0,1978
Ain't Gonna' Hurt Nobody,92.0,4.0,270740.0,0.7340000000000001,0.836,10.0,-4.803,0.0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,4.0,0,1978
Supernature,70.0,5.0,134133.0,0.631,0.498,10.0,-14.539000000000001,1.0,0.0423,0.526,1.21e-06,0.0971,0.8759999999999999,143.292,4.0,0,1978
Turn To Stone,13.0,15.0,201680.0,0.555,0.861,7.0,-3.884,1.0,0.0374,0.0242,0.0,0.114,0.775,98.0,4.0,0,1978
"Curious Mind (Um, Um, Um, Um, Um, Um)",41.0,10.0,223333.0,0.63,0.884,11.0,-4.67,0.0,0.33799999999999997,0.0114,1.16e-06,0.203,0.304,126.977,4.0,0,1978
"What's Your Name, What's Your Number",56.0,7.0,252493.0,0.708,0.19,5.0,-16.578,1.0,0.0326,0.19399999999999998,0.226,0.0916,0.47,93.669,4.0,0,1978
Home Bound,70.0,4.0,312040.0,0.836,0.58,1.0,-8.777999999999999,1.0,0.0692,0.19,0.000271,0.0379,0.9390000000000001,93.015,4.0,0,1978
Serpentine Fire,13.0,18.0,212173.0,0.599,0.622,0.0,-13.970999999999998,1.0,0.0296,0.359,0.00235,0.114,0.851,122.31200000000001,4.0,0,1978
Slip Slidin' Away,5.0,20.0,136680.0,0.56,0.435,9.0,-11.35,1.0,0.0396,0.598,1.5399999999999998e-05,0.121,0.733,87.21700000000001,4.0,0,1978
Mind Bender,46.0,13.0,248866.0,0.736,0.741,8.0,-3.8569999999999998,0.0,0.292,0.0645,0.0,0.13699999999999998,0.579,92.65,4.0,1,1978
Hey Deanie,7.0,16.0,152626.0,0.336,0.677,5.0,-11.963,1.0,0.0548,0.7040000000000001,0.00197,0.11,0.315,103.035,4.0,0,1978
Le Spank,58.0,15.0,148266.0,0.384,0.32899999999999996,8.0,-12.499,0.0,0.028999999999999998,0.684,0.0,0.23399999999999999,0.5720000000000001,109.66,4.0,0,1978
I Can't Hold On,76.0,4.0,222360.0,0.5579999999999999,0.703,9.0,-4.744,1.0,0.0283,0.12300000000000001,1.47e-05,0.166,0.355,88.956,4.0,0,1978
Too Hot Ta Trot,24.0,12.0,234373.0,0.79,0.7340000000000001,0.0,-4.66,1.0,0.0524,0.0853,0.00409,0.11199999999999999,0.223,107.369,4.0,0,1978
Desiree,16.0,14.0,137680.0,0.606,0.604,0.0,-5.477,1.0,0.0654,0.345,0.0,0.217,0.855,155.08700000000002,4.0,0,1978
Galaxy,39.0,9.0,208600.0,0.727,0.6890000000000001,7.0,-4.513,1.0,0.264,0.287,0.0,0.49,0.401,163.01,4.0,0,1978
Cocomotion,44.0,15.0,184146.0,0.654,0.82,0.0,-9.006,1.0,0.0565,0.212,3.81e-06,0.168,0.909,139.075,4.0,0,1978
Street Corner Serenade,30.0,14.0,247962.0,0.602,0.877,4.0,-6.606,1.0,0.0515,0.000343,0.635,0.0551,0.617,123.679,4.0,0,1978
Ffun,23.0,13.0,185760.0,0.507,0.375,9.0,-11.427999999999999,1.0,0.0287,0.6709999999999999,0.000944,0.225,0.33899999999999997,136.306,4.0,0,1978
"Let It Go, Let It Flow",45.0,8.0,206640.0,0.653,0.76,7.0,-3.7739999999999996,1.0,0.0284,0.0533,0.0,0.505,0.59,91.845,4.0,0,1978
Everybody Loves A Rain Song,43.0,8.0,347506.0,0.6940000000000001,0.7240000000000001,5.0,-8.125,1.0,0.0282,0.358,0.000381,0.138,0.8440000000000001,119.31299999999999,4.0,0,1978
California,50.0,5.0,214133.0,0.769,0.644,7.0,-9.812000000000001,1.0,0.361,0.00391,2.71e-05,0.0718,0.7559999999999999,90.814,4.0,1,1978
Theme From Close Encounters,25.0,10.0,173960.0,0.33399999999999996,0.31,2.0,-9.126,1.0,0.0295,0.703,1.27e-05,0.27899999999999997,0.48,109.171,4.0,0,1978
Don't Let Me Be Misunderstood,15.0,19.0,231373.0,0.677,0.92,2.0,-5.013,1.0,0.0304,0.0262,5.08e-05,0.17300000000000001,0.711,95.006,4.0,0,1978
Silver Dreams,53.0,7.0,313266.0,0.511,0.377,0.0,-11.948,1.0,0.0241,0.312,5.17e-06,0.0531,0.409,95.34100000000001,3.0,0,1978
Storybook Children (Daybreak),57.0,10.0,187320.0,0.787,0.6409999999999999,9.0,-8.692,1.0,0.10400000000000001,0.616,0.0,0.102,0.847,118.219,4.0,0,1978
Until Now,72.0,16.0,209040.0,0.23199999999999998,0.292,9.0,-10.367,1.0,0.0376,0.872,5.12e-06,0.127,0.18,87.0,4.0,0,1978
Love Me Right,80.0,10.0,133960.0,0.418,0.547,7.0,-5.992000000000001,1.0,0.0335,0.253,0.0,0.0941,0.574,122.096,4.0,0,1978
Native New Yorker,21.0,19.0,194258.0,0.62,0.8690000000000001,2.0,-8.392999999999999,1.0,0.0561,0.0143,0.0,0.11699999999999999,0.935,120.73100000000001,4.0,0,1978
Poor Poor Pitiful Me,31.0,9.0,196440.0,0.48700000000000004,0.449,9.0,-8.115,1.0,0.025,0.7709999999999999,0.0,0.133,0.47700000000000004,92.431,4.0,0,1978
"Theme From ""Close Encounters Of The Third Kind""",13.0,14.0,234546.0,0.48,0.7390000000000001,4.0,-5.696000000000001,0.0,0.0373,0.0923,0.0,0.239,0.25,124.89,4.0,0,1978
You're In My Heart (The Final Acclaim),4.0,22.0,280829.0,0.491,0.317,9.0,-13.762,1.0,0.03,0.7190000000000001,2.71e-06,0.0403,0.203,121.365,4.0,0,1978
Short People,2.0,20.0,192172.0,0.765,0.7040000000000001,5.0,-4.5889999999999995,0.0,0.127,0.0215,0.0,0.22699999999999998,0.498,147.055,4.0,1,1978
Peg,11.0,19.0,251426.0,0.797,0.479,7.0,-13.855,1.0,0.0367,0.0112,2.8800000000000002e-05,0.0624,0.8690000000000001,124.337,4.0,0,1978
Miss Broadway,92.0,4.0,129666.0,0.601,0.664,2.0,-8.043,1.0,0.0364,0.42200000000000004,0.0,0.205,0.9690000000000001,89.829,4.0,0,1978
Love Is All You Need,89.0,5.0,189132.0,0.456,0.828,1.0,-6.225,1.0,0.077,0.0244,0.0,0.21,0.313,116.719,4.0,0,1978
Honey Don't Leave L.a.,61.0,6.0,264093.0,0.494,0.642,2.0,-9.728,1.0,0.0299,0.017,8.12e-06,0.0459,0.40399999999999997,76.922,4.0,0,1978
What's Your Name,13.0,18.0,247826.0,0.633,0.8859999999999999,1.0,-3.892,1.0,0.0456,0.109,0.0,0.0438,0.753,81.811,4.0,0,1978
(Any Way That You Want It) I'll Be There,79.0,4.0,204760.0,0.45399999999999996,0.8340000000000001,7.0,-4.753,1.0,0.0305,0.00248,2.7300000000000003e-05,0.311,0.596,124.744,4.0,0,1978
Disco Rufus,88.0,5.0,134200.0,0.675,0.6709999999999999,3.0,-11.626,1.0,0.0471,0.39399999999999996,0.941,0.114,0.966,148.156,4.0,0,1978
"I Love You, I Love You, I Love You",81.0,4.0,251706.0,0.848,0.5770000000000001,10.0,-10.07,0.0,0.10300000000000001,0.08,0.0,0.369,0.674,96.045,4.0,0,1978
Little One,44.0,9.0,196640.0,0.877,0.64,11.0,-2.4530000000000003,0.0,0.31,0.253,0.0,0.0244,0.887,93.961,4.0,1,1978
We Fell In Love While Dancing,80.0,7.0,401040.0,0.35100000000000003,0.7390000000000001,4.0,-9.675,0.0,0.044000000000000004,0.345,0.0382,0.369,0.413,127.979,4.0,0,1978
The Name Of The Game,12.0,16.0,236560.0,0.816,0.647,11.0,-12.208,0.0,0.0414,0.23199999999999998,0.0,0.132,0.935,124.833,4.0,0,1978
Hollywood,49.0,10.0,390066.0,0.601,0.531,0.0,-13.784,1.0,0.0431,0.475,0.22899999999999998,0.057999999999999996,0.818,117.676,4.0,0,1978
Happy Anniversary,16.0,18.0,225320.0,0.608,0.821,10.0,-4.985,1.0,0.0576,0.0752,0.0,0.11,0.544,128.042,4.0,0,1978
It's You That I Need,33.0,11.0,256013.0,0.608,0.7040000000000001,11.0,-5.655,0.0,0.258,0.0447,0.0,0.397,0.818,79.30199999999999,4.0,1,1978
It Amazes Me,59.0,7.0,174560.0,0.5379999999999999,0.5660000000000001,2.0,-9.002,1.0,0.0309,0.198,0.0,0.099,0.509,129.17600000000002,4.0,0,1978
I Love My Music,69.0,8.0,164440.0,0.354,0.179,10.0,-9.088,1.0,0.0355,0.953,2.54e-06,0.114,0.42700000000000005,166.375,3.0,0,1978
Boogie Shoes,35.0,10.0,243266.0,0.565,0.242,2.0,-8.367,1.0,0.0318,0.762,9.3e-06,0.285,0.237,81.657,4.0,0,1978
Mammas Don't Let Your Babies Grow Up To Be Cowboys,42.0,10.0,319226.0,0.518,0.129,0.0,-25.035,1.0,0.5770000000000001,0.741,0.0,0.687,0.36,132.81,3.0,0,1978
Falling,13.0,28.0,354640.0,0.384,0.535,9.0,-9.939,1.0,0.0289,0.23800000000000002,0.00045,0.0533,0.23199999999999998,132.445,4.0,0,1978
Hot Legs,28.0,11.0,229668.0,0.986,0.597,8.0,-6.809,1.0,0.308,0.145,2.18e-06,0.19699999999999998,0.7609999999999999,115.00399999999999,4.0,1,1978
(What A) Wonderful World,17.0,14.0,200386.0,0.58,0.922,1.0,-3.785,1.0,0.0958,0.0917,0.0,0.18899999999999997,0.649,89.84100000000001,4.0,0,1978
Sometimes When We Touch,3.0,22.0,236533.0,0.511,0.8270000000000001,1.0,-4.55,0.0,0.0323,3.77e-05,0.00103,0.20800000000000002,0.486,121.459,4.0,0,1978
Never Get Enough Of Your Love,56.0,7.0,217866.0,0.34600000000000003,0.504,10.0,-10.564,1.0,0.0626,0.33799999999999997,1.47e-06,0.47700000000000004,0.523,176.55,3.0,0,1978
Dancin' Fever,72.0,9.0,226813.0,0.514,0.7979999999999999,2.0,-3.6689999999999996,1.0,0.0494,0.0612,0.0,0.10400000000000001,0.677,145.995,4.0,0,1978
Rocket Ride,39.0,10.0,188960.0,0.584,0.245,2.0,-16.164,0.0,0.0284,0.8109999999999999,0.107,0.147,0.479,84.009,4.0,0,1978
Ready For The Times To Get Better,52.0,10.0,167266.0,0.752,0.433,2.0,-11.052,1.0,0.0338,0.201,0.0,0.0424,0.6709999999999999,98.714,4.0,0,1978
"Sweet, Sweet Smile",44.0,13.0,153666.0,0.644,0.5329999999999999,4.0,-11.606,1.0,0.0566,0.322,0.0,0.0781,0.79,112.16,4.0,0,1978
The Circle Is Small (I Can See It In Your Eyes),33.0,12.0,214213.0,0.563,0.521,11.0,-12.568,1.0,0.311,0.8640000000000001,0.0,0.21600000000000003,0.653,110.794,4.0,0,1978
That's Your Secret,50.0,10.0,147600.0,0.805,0.5579999999999999,0.0,-5.226,1.0,0.040999999999999995,0.16399999999999998,2.2e-05,0.0546,0.965,114.95,4.0,0,1978
"Theme Song From ""Which Way Is Up""",21.0,14.0,232000.0,0.392,0.226,10.0,-17.132,1.0,0.0361,0.6629999999999999,5.68e-06,0.166,0.20199999999999999,128.414,4.0,0,1978
Baby Come Back,1.0,32.0,227416.0,0.737,0.528,4.0,-7.801,0.0,0.124,0.152,0.0,0.11199999999999999,0.602,77.0,4.0,1,1978
"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",6.0,28.0,272184.0,0.589,0.872,7.0,-2.6260000000000003,1.0,0.028999999999999998,0.0151,2.99e-06,0.0577,0.524,116.986,4.0,0,1978
Before My Heart Finds Out,23.0,14.0,190427.0,0.6829999999999999,0.53,5.0,-4.918,0.0,0.142,0.207,0.0,0.39399999999999996,0.645,75.016,4.0,1,1978
"Let Me Party With You (Part 1) (Party, Party, Party)",43.0,11.0,219893.0,0.504,0.616,9.0,-11.482000000000001,0.0,0.039,0.149,0.0,0.124,0.855,206.59,4.0,0,1978
Thunder Island,9.0,21.0,216454.0,0.664,0.9079999999999999,4.0,-4.806,1.0,0.0317,0.00182,0.0,0.109,0.889,118.031,4.0,0,1978
You Got That Right,69.0,4.0,241373.0,0.634,0.8859999999999999,9.0,-5.4239999999999995,1.0,0.0434,0.154,0.0,0.11800000000000001,0.5770000000000001,93.04,4.0,0,1978
I'm Gonna Take Care Of Everything,28.0,11.0,187840.0,0.529,0.218,7.0,-16.522000000000002,1.0,0.0435,0.804,0.0,0.11699999999999999,0.307,101.735,3.0,0,1978
Don't Cost You Nothing,79.0,9.0,246586.0,0.652,0.772,9.0,-7.4510000000000005,0.0,0.0349,0.10400000000000001,0.6679999999999999,0.0745,0.7759999999999999,131.18,4.0,0,1978
How Deep Is Your Love,1.0,33.0,225882.0,0.6,0.41200000000000003,8.0,-9.343,1.0,0.344,0.615,0.0025,0.134,0.408,113.04899999999999,5.0,0,1978
"Yank Me, Crank Me",58.0,7.0,131120.0,0.314,0.631,9.0,-11.737,1.0,0.0734,0.625,0.0,0.252,0.912,184.59400000000002,4.0,0,1978
"Music, Harmony And Rhythm",57.0,8.0,644706.0,0.361,0.594,9.0,-8.171,1.0,0.0323,0.36,0.0,0.975,0.364,94.156,3.0,0,1978
You'll Love Again,71.0,7.0,217986.0,0.595,0.506,4.0,-9.682,1.0,0.0388,0.0464,0.000138,0.107,0.34600000000000003,141.981,4.0,0,1978
Do You Wanna Dance,86.0,5.0,162626.0,0.7879999999999999,0.785,5.0,-9.406,1.0,0.0491,0.337,4.95e-05,0.35,0.605,109.113,4.0,0,1978
Lady Love,24.0,17.0,120426.0,0.401,0.177,9.0,-17.993,1.0,0.0382,0.932,0.0119,0.107,0.344,86.286,3.0,0,1978
(Love Is) Thicker Than Water,1.0,29.0,232903.0,0.523,0.747,11.0,-6.125,1.0,0.0292,0.0807,0.0,0.11,0.294,118.97,4.0,0,1978
Always And Forever,18.0,20.0,149693.0,0.544,0.499,6.0,-12.975999999999999,1.0,0.0397,0.845,0.0346,0.163,0.784,116.572,4.0,0,1978
Ain't Gonna Eat Out My Heart Anymore,44.0,8.0,222826.0,0.512,0.865,7.0,-4.146,1.0,0.0338,0.0008210000000000001,0.0,0.0982,0.529,138.017,4.0,1,1978
Fooling Yourself (The Angry Young Man),29.0,14.0,255560.0,0.583,0.66,11.0,-5.078,1.0,0.0377,0.18100000000000002,0.0,0.0979,0.861,151.95600000000002,4.0,0,1978
Thank You For Being A Friend,25.0,15.0,179346.0,0.589,0.6409999999999999,5.0,-8.12,1.0,0.0838,0.205,0.0,0.0864,0.57,160.031,4.0,0,1978
Make You Feel Love Again,45.0,7.0,344400.0,0.599,0.976,0.0,-7.649,0.0,0.0859,0.0013,0.787,0.38299999999999995,0.501,130.724,4.0,0,1978
Emotion,3.0,27.0,232173.0,0.682,0.951,7.0,-3.952,1.0,0.0757,0.0117,0.000134,0.755,0.823,118.399,4.0,0,1978
I Go Crazy,7.0,40.0,249160.0,0.573,0.934,5.0,-3.377,1.0,0.0372,0.0105,7.26e-05,0.318,0.544,118.773,4.0,0,1978
(I Will Be Your) Shadow In The Street,41.0,10.0,107317.0,0.5670000000000001,0.45799999999999996,4.0,-15.353,1.0,0.0623,0.428,0.0412,0.35600000000000004,0.8290000000000001,85.189,4.0,0,1978
Runnin' With The Devil,84.0,4.0,193329.0,0.275,0.345,2.0,-13.929,1.0,0.0325,0.8009999999999999,0.0569,0.21100000000000002,0.188,84.925,4.0,0,1978
Flash Light,16.0,16.0,117880.0,0.59,0.946,10.0,-4.282,0.0,0.16899999999999998,0.381,0.0,0.924,0.805,103.83200000000001,4.0,0,1978
Wheel In The Sky,57.0,8.0,279000.0,0.598,0.56,0.0,-11.679,1.0,0.0375,0.607,0.0432,0.196,0.221,115.01,4.0,0,1978
I'm On My Way,74.0,6.0,209066.0,0.6459999999999999,0.366,5.0,-11.183,1.0,0.0233,0.5820000000000001,0.00022799999999999999,0.128,0.272,90.338,4.0,0,1978
